,sentence,pos_tag
176,Forum ini yang memasuki tahun ke-19 diselenggarakan oleh China Economic and Social Council CESC dengan tema utama Building a Community with a Shared Future for Mankind Working Together to Make a Modern World.,"[('Forum', np.str_('NN')), ('ini', np.str_('DT')), ('yang', np.str_('PR')), ('memasuki', np.str_('VB')), ('tahun', np.str_('NN')), ('ke-19', np.str_('JJ')), ('diselenggarakan', np.str_('VB')), ('oleh', np.str_('IN')), ('China', np.str_('NNP')), ('Economic', np.str_('NNP')), ('and', np.str_('NNP')), ('Social', np.str_('NNP')), ('Council', np.str_('NNP')), ('CESC', np.str_('NNP')), ('dengan', np.str_('IN')), ('tema', np.str_('NN')), ('utama', np.str_('JJ')), ('Building', np.str_('NNP')), ('a', np.str_('NN')), ('Community', np.str_('NNP')), ('with', np.str_('NNP')), ('a', np.str_('NN')), ('Shared', np.str_('NNP')), ('Future', np.str_('NNP')), ('for', np.str_('NNP')), ('Mankind', np.str_('NNP')), ('Working', np.str_('NNP')), ('Together', np.str_('NNP')), ('to', np.str_('NNP')), ('Make', np.str_('NNP')), ('a', np.str_('NN')), ('Modern', np.str_('NNP')), ('World', np.str_('NNP')), ('.', 'SYM')]"
177,Tujuan utama forum ini adalah untuk mendorong sinergitas global dalam pembangunan sosial dan ekonomi yang inklusif serta memperkuat kerja sama internasional demi menciptakan perdamaian dan kemakmuran bersama.,"[('Tujuan', np.str_('NN')), ('utama', np.str_('JJ')), ('forum', np.str_('FW')), ('ini', np.str_('DT')), ('adalah', np.str_('ADV')), ('untuk', np.str_('SC')), ('mendorong', np.str_('VB')), ('sinergitas', np.str_('NN')), ('global', np.str_('JJ')), ('dalam', np.str_('IN')), ('pembangunan', np.str_('NN')), ('sosial', np.str_('JJ')), ('dan', np.str_('CC')), ('ekonomi', np.str_('NN')), ('yang', np.str_('PR')), ('inklusif', np.str_('NN')), ('serta', np.str_('CC')), ('memperkuat', np.str_('VB')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('internasional', np.str_('JJ')), ('demi', np.str_('IN')), ('menciptakan', np.str_('VB')), ('perdamaian', np.str_('NN')), ('dan', np.str_('CC')), ('kemakmuran', np.str_('NN')), ('bersama', np.str_('JJ')), ('.', 'SYM')]"
178,CESC berfungsi sebagai think tank tingkat tinggi yang berada di bawah naungan Chinese Peoples Political Consultative Conference CPPCC.,"[('CESC', np.str_('NNP')), ('berfungsi', np.str_('VB')), ('sebagai', np.str_('IN')), ('think', np.str_('NN')), ('tank', np.str_('VB')), ('tingkat', np.str_('NN')), ('tinggi', np.str_('JJ')), ('yang', np.str_('PR')), ('berada', np.str_('VB')), ('di', np.str_('IN')), ('bawah', np.str_('NN')), ('naungan', np.str_('NN')), ('Chinese', np.str_('NNP')), ('Peoples', np.str_('NNP')), ('Political', np.str_('NNP')), ('Consultative', np.str_('NNP')), ('Conference', np.str_('NNP')), ('CPPCC', np.str_('NNP')), ('.', 'SYM')]"
179,Sejak pertama kali diadakan pada tahun 2006 forum ini telah menjadi platform strategis bagi para pemimpin dunia akademisi dan berbagai pemangku kepentingan lintas sektor untuk membahas isu-isu global penting.,"[('Sejak', np.str_('SC')), ('pertama', np.str_('NUM')), ('kali', np.str_('NN')), ('diadakan', np.str_('VB')), ('pada', np.str_('IN')), ('tahun', np.str_('NN')), ('2006', np.str_('NUM')), ('forum', np.str_('NN')), ('ini', np.str_('DT')), ('telah', np.str_('ADV')), ('menjadi', np.str_('VB')), ('platform', np.str_('NN')), ('strategis', np.str_('JJ')), ('bagi', np.str_('IN')), ('para', np.str_('DT')), ('pemimpin', np.str_('NN')), ('dunia', np.str_('NN')), ('akademisi', np.str_('NN')), ('dan', np.str_('CC')), ('berbagai', np.str_('DT')), ('pemangku', np.str_('NN')), ('kepentingan', np.str_('NN')), ('lintas', np.str_('NN')), ('sektor', np.str_('NN')), ('untuk', np.str_('SC')), ('membahas', np.str_('VB')), ('isu-isu', np.str_('NN')), ('global', np.str_('JJ')), ('penting', np.str_('JJ')), ('.', 'SYM')]"
180,Fokus utama forum ini adalah menciptakan kerja sama internasional yang berkelanjutan dan konstruktif.,"[('Fokus', np.str_('NN')), ('utama', np.str_('JJ')), ('forum', np.str_('FW')), ('ini', np.str_('DT')), ('adalah', np.str_('ADV')), ('menciptakan', np.str_('VB')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('internasional', np.str_('JJ')), ('yang', np.str_('PR')), ('berkelanjutan', np.str_('VB')), ('dan', np.str_('CC')), ('konstruktif', np.str_('JJ')), ('.', 'SYM')]"
181,Tahun ini forum terbagi menjadi dua sesi paralel.,"[('Tahun', np.str_('NN')), ('ini', np.str_('DT')), ('forum', np.str_('NN')), ('terbagi', np.str_('VB')), ('menjadi', np.str_('VB')), ('dua', np.str_('NUM')), ('sesi', np.str_('NN')), ('paralel', np.str_('JJ')), ('.', 'SYM')]"
182,Sesi pertama berjudul Promoting Equal Orderly Multi-polarization and Inclusive Economic Globalization yang membahas langkah-langkah menuju sistem ekonomi global yang lebih adil dan terstruktur.,"[('Sesi', np.str_('JJ')), ('pertama', np.str_('JJ')), ('berjudul', np.str_('VB')), ('Promoting', np.str_('NNP')), ('Equal', np.str_('NNP')), ('Orderly', np.str_('NNP')), ('Multi-polarization', np.str_('NNP')), ('and', np.str_('NNP')), ('Inclusive', np.str_('NNP')), ('Economic', np.str_('NNP')), ('Globalization', np.str_('NNP')), ('yang', np.str_('PR')), ('membahas', np.str_('VB')), ('langkah-langkah', np.str_('NN')), ('menuju', np.str_('VB')), ('sistem', np.str_('NN')), ('ekonomi', np.str_('NN')), ('global', np.str_('JJ')), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('adil', np.str_('JJ')), ('dan', np.str_('CC')), ('terstruktur', np.str_('VB')), ('.', 'SYM')]"
183,Sesi kedua dengan tema Working for a Modernized World of Peaceful Development Mutually Beneficial Cooperation and Common Prosperity menyoroti pentingnya kolaborasi internasional dalam menciptakan dunia yang damai dan makmur.,"[('Sesi', np.str_('JJ')), ('kedua', np.str_('JJ')), ('dengan', np.str_('IN')), ('tema', np.str_('NN')), ('Working', np.str_('NNP')), ('for', np.str_('FW')), ('a', np.str_('NN')), ('Modernized', np.str_('NNP')), ('World', np.str_('NNP')), ('of', np.str_('NNP')), ('Peaceful', np.str_('NNP')), ('Development', np.str_('NNP')), ('Mutually', np.str_('NNP')), ('Beneficial', np.str_('NNP')), ('Cooperation', np.str_('NNP')), ('and', np.str_('NNP')), ('Common', np.str_('NNP')), ('Prosperity', np.str_('NNP')), ('menyoroti', np.str_('VB')), ('penting', np.str_('JJ')), ('nya', np.str_('DT')), ('kolaborasi', np.str_('NN')), ('internasional', np.str_('JJ')), ('dalam', np.str_('IN')), ('menciptakan', np.str_('VB')), ('dunia', np.str_('NN')), ('yang', np.str_('PR')), ('damai', np.str_('JJ')), ('dan', np.str_('CC')), ('makmur', np.str_('JJ')), ('.', 'SYM')]"
184,Dalam kesempatan tersebut Gus Addin ketua Umum GP Ansor menyampaikan bahwa organisasi yang dipimpinnya harus terus memperkuat jejaring internasional.,"[('Dalam', np.str_('IN')), ('kesempatan', np.str_('NN')), ('tersebut', np.str_('DT')), ('Gus', np.str_('NNP')), ('Addin', np.str_('NNP')), ('ketua', np.str_('NN')), ('Umum', np.str_('NNP')), ('GP', np.str_('NNP')), ('Ansor', np.str_('NNP')), ('menyampaikan', np.str_('VB')), ('bahwa', np.str_('SC')), ('organisasi', np.str_('NN')), ('yang', np.str_('PR')), ('dipimpin', np.str_('VB')), ('nya', np.str_('PR')), ('harus', np.str_('ADV')), ('terus', np.str_('ADV')), ('memperkuat', np.str_('VB')), ('jejaring', np.str_('FW')), ('internasional', np.str_('JJ')), ('.', 'SYM')]"
185,Menurutnya ini sangat penting untuk memperkuat manajemen rantai pasok supply chain management sumber daya kader GP Ansor baik di tingkat nasional maupun internasional.,"[('Menurut', np.str_('IN')), ('nya', np.str_('PR')), ('ini', np.str_('DT')), ('sangat', np.str_('ADV')), ('penting', np.str_('JJ')), ('untuk', np.str_('SC')), ('memperkuat', np.str_('VB')), ('manajemen', np.str_('NN')), ('rantai', np.str_('VB')), ('pasok', np.str_('NN')), ('supply', np.str_('FW')), ('chain', np.str_('FW')), ('management', np.str_('NN')), ('sumber', np.str_('NN')), ('daya', np.str_('NN')), ('kader', np.str_('NN')), ('GP', np.str_('NNP')), ('Ansor', np.str_('NNP')), ('baik', np.str_('JJ')), ('di', np.str_('IN')), ('tingkat', np.str_('NN')), ('nasional', np.str_('JJ')), ('maupun', np.str_('CC')), ('internasional', np.str_('JJ')), ('.', 'SYM')]"
186,Kita ingin memahami dan belajar langsung bagaimana transformasi masyarakat bukan sekadar mimpi melainkan kenyataan seperti yang terjadi di Shanghai ungkap Gus Addin.,"[('Kita', np.str_('PR')), ('ingin', np.str_('ADV')), ('memahami', np.str_('VB')), ('dan', np.str_('CC')), ('belajar', np.str_('VB')), ('langsung', np.str_('JJ')), ('bagaimana', np.str_('ADV')), ('transformasi', np.str_('NN')), ('masyarakat', np.str_('NN')), ('bukan', np.str_('NEG')), ('sekadar', np.str_('ADV')), ('mimpi', np.str_('NN')), ('melainkan', np.str_('CC')), ('kenyataan', np.str_('NN')), ('seperti', np.str_('IN')), ('yang', np.str_('PR')), ('terjadi', np.str_('VB')), ('di', np.str_('IN')), ('Shanghai', np.str_('NNP')), ('ungkap', np.str_('VB')), ('Gus', np.str_('NNP')), ('Addin', np.str_('NNP')), ('.', 'SYM')]"
187,Gus Addin juga menekankan bahwa Shanghai sebagai kota terbesar di China memiliki potensi luar biasa berkat keinginannya untuk terus berinovasi khususnya dalam bidang teknologi kecerdasan buatan AI dan energi terbarukan.,"[('Gus', np.str_('NNP')), ('Addin', np.str_('NNP')), ('juga', np.str_('ADV')), ('menekankan', np.str_('VB')), ('bahwa', np.str_('SC')), ('Shanghai', np.str_('NNP')), ('sebagai', np.str_('IN')), ('kota', np.str_('NN')), ('terbesar', np.str_('JJ')), ('di', np.str_('IN')), ('China', np.str_('NNP')), ('memiliki', np.str_('VB')), ('potensi', np.str_('NN')), ('luar', np.str_('NN')), ('biasa', np.str_('JJ')), ('berkat', np.str_('NN')), ('keinginan', np.str_('NN')), ('nya', np.str_('PR')), ('untuk', np.str_('SC')), ('terus', np.str_('ADV')), ('berinovasi', np.str_('VB')), ('khususnya', np.str_('ADV')), ('dalam', np.str_('IN')), ('bidang', np.str_('NN')), ('teknologi', np.str_('NN')), ('kecerdasan', np.str_('NN')), ('buatan', np.str_('NN')), ('AI', np.str_('NNP')), ('dan', np.str_('CC')), ('energi', np.str_('NN')), ('terbarukan', np.str_('VB')), ('.', 'SYM')]"
188,Kekuatan Shanghai terletak pada keinginan kuat kota ini untuk terus berinovasi tegas Gus Addin dalam keterangan tertulis Jumat 8/11/2024.,"[('Kekuatan', np.str_('NN')), ('Shanghai', np.str_('NNP')), ('terletak', np.str_('VB')), ('pada', np.str_('IN')), ('keinginan', np.str_('NN')), ('kuat', np.str_('JJ')), ('kota', np.str_('NN')), ('ini', np.str_('DT')), ('untuk', np.str_('SC')), ('terus', np.str_('ADV')), ('berinovasi', np.str_('VB')), ('tegas', np.str_('JJ')), ('Gus', np.str_('NNP')), ('Addin', np.str_('NNP')), ('dalam', np.str_('IN')), ('keterangan', np.str_('NN')), ('tertulis', np.str_('VB')), ('Jumat', np.str_('NNP')), ('8/11/2024', np.str_('NUM')), ('.', 'SYM')]"
189,Dengan semangat inovasi dan visi global yang dimiliki Shanghai Gus Addin berharap GP Ansor dapat terus berkembang dan tidak terlena dengan potensi besar yang sudah dimilikinya.,"[('Dengan', np.str_('IN')), ('semangat', np.str_('NN')), ('inovasi', np.str_('NN')), ('dan', np.str_('CC')), ('visi', np.str_('NN')), ('global', np.str_('JJ')), ('yang', np.str_('PR')), ('dimiliki', np.str_('VB')), ('Shanghai', np.str_('NNP')), ('Gus', np.str_('NNP')), ('Addin', np.str_('NNP')), ('berharap', np.str_('VB')), ('GP', np.str_('NNP')), ('Ansor', np.str_('NNP')), ('dapat', np.str_('ADV')), ('terus', np.str_('ADV')), ('berkembang', np.str_('VB')), ('dan', np.str_('CC')), ('tidak', np.str_('NEG')), ('terlena', np.str_('VB')), ('dengan', np.str_('IN')), ('potensi', np.str_('NN')), ('besar', np.str_('JJ')), ('yang', np.str_('PR')), ('sudah', np.str_('ADV')), ('dimiliki', np.str_('VB')), ('nya', np.str_('PR')), ('.', 'SYM')]"
190,Ansor harus terus berinovasi dan berkembang seperti halnya gedung tertinggi kedua di dunia yang berada di Shanghai ujarnya mengibaratkan cita-cita organisasi ini dengan kemegahan dan perkembangan pesat kota tersebut.,"[('Ansor', np.str_('NNP')), ('harus', np.str_('ADV')), ('terus', np.str_('ADV')), ('berinovasi', np.str_('VB')), ('dan', np.str_('CC')), ('berkembang', np.str_('VB')), ('seperti', np.str_('IN')), ('halnya', np.str_('ADV')), ('gedung', np.str_('NN')), ('tertinggi', np.str_('JJ')), ('kedua', np.str_('JJ')), ('di', np.str_('IN')), ('dunia', np.str_('NN')), ('yang', np.str_('PR')), ('berada', np.str_('VB')), ('di', np.str_('IN')), ('Shanghai', np.str_('NNP')), ('ujar', np.str_('VB')), ('nya', np.str_('PR')), ('mengibaratkan', np.str_('VB')), ('cita-cita', np.str_('NN')), ('organisasi', np.str_('NN')), ('ini', np.str_('DT')), ('dengan', np.str_('IN')), ('kemegahan', np.str_('NN')), ('dan', np.str_('CC')), ('perkembangan', np.str_('NN')), ('pesat', np.str_('NN')), ('kota', np.str_('NN')), ('tersebut', np.str_('DT')), ('.', 'SYM')]"
191,China Economic and Social Forum 2024 juga menegaskan komitmen China dalam membangun komunitas global yang berbasis pada perdamaian dan kemakmuran bersama.,"[('China', np.str_('NNP')), ('Economic', np.str_('NNP')), ('and', np.str_('NNP')), ('Social', np.str_('NNP')), ('Forum', np.str_('NNP')), ('2024', np.str_('NUM')), ('juga', np.str_('ADV')), ('menegaskan', np.str_('VB')), ('komitmen', np.str_('NN')), ('China', np.str_('NNP')), ('dalam', np.str_('IN')), ('membangun', np.str_('VB')), ('komunitas', np.str_('NN')), ('global', np.str_('JJ')), ('yang', np.str_('PR')), ('berbasis', np.str_('VB')), ('pada', np.str_('IN')), ('perdamaian', np.str_('NN')), ('dan', np.str_('CC')), ('kemakmuran', np.str_('NN')), ('bersama', np.str_('JJ')), ('.', 'SYM')]"
192,Forum ini menjadi jembatan untuk menciptakan solusi inovatif terhadap tantangan global serta memperkuat fondasi pembangunan inklusif dan berkelanjutan.,"[('Forum', np.str_('NN')), ('ini', np.str_('DT')), ('menjadi', np.str_('VB')), ('jembatan', np.str_('NN')), ('untuk', np.str_('SC')), ('menciptakan', np.str_('VB')), ('solusi', np.str_('NN')), ('inovatif', np.str_('NN')), ('terhadap', np.str_('IN')), ('tantangan', np.str_('NN')), ('global', np.str_('JJ')), ('serta', np.str_('CC')), ('memperkuat', np.str_('VB')), ('fondasi', np.str_('NN')), ('pembangunan', np.str_('NN')), ('inklusif', np.str_('NN')), ('dan', np.str_('CC')), ('berkelanjutan', np.str_('VB')), ('.', 'SYM')]"
193,Dengan adanya partisipasi GP Ansor diharapkan semakin banyak pemimpin dan organisasi dari Indonesia yang terinspirasi untuk memperkuat kolaborasi internasional dalam berbagai sektor guna mencapai pembangunan yang lebih adil dan berkelanjutan bagi umat manusia.,"[('Dengan', np.str_('IN')), ('ada', np.str_('NN')), ('nya', np.str_('DT')), ('partisipasi', np.str_('NN')), ('GP', np.str_('NNP')), ('Ansor', np.str_('NNP')), ('diharapkan', np.str_('VB')), ('semakin', np.str_('ADV')), ('banyak', np.str_('JJ')), ('pemimpin', np.str_('NN')), ('dan', np.str_('CC')), ('organisasi', np.str_('NN')), ('dari', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('yang', np.str_('PR')), ('terinspirasi', np.str_('VB')), ('untuk', np.str_('SC')), ('memperkuat', np.str_('VB')), ('kolaborasi', np.str_('NN')), ('internasional', np.str_('JJ')), ('dalam', np.str_('IN')), ('berbagai', np.str_('DT')), ('sektor', np.str_('NN')), ('guna', np.str_('SC')), ('mencapai', np.str_('VB')), ('pembangunan', np.str_('NN')), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('adil', np.str_('JJ')), ('dan', np.str_('CC')), ('berkelanjutan', np.str_('VB')), ('bagi', np.str_('IN')), ('umat', np.str_('NN')), ('manusia', np.str_('NN')), ('.', 'SYM')]"
194,Pabrik Pohon Natal Terbesar di Indonesia Resmi Berdiri di Kendal seperti Apa Rencananya ke Depan,"[('Pabrik', np.str_('NNP')), ('Pohon', np.str_('NNP')), ('Natal', np.str_('NNP')), ('Terbesar', np.str_('NNP')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('Resmi', np.str_('NNP')), ('Berdiri', np.str_('VB')), ('di', np.str_('IN')), ('Kendal', np.str_('NNP')), ('seperti', np.str_('IN')), ('Apa', np.str_('PR')), ('Rencana', np.str_('NN')), ('nya', np.str_('DT')), ('ke', np.str_('IN')), ('Depan', np.str_('NNP'))]"
195,PT Polygroup Manufaktur Indonesia meresmikan pabrik barunya yang berlokasi di Kawasan Ekonomi Khusus KEK Kendal Jawa Tengah pada Rabu 13/11/2024.,"[('PT', np.str_('NN')), ('Polygroup', np.str_('NNP')), ('Manufaktur', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('meresmikan', np.str_('VB')), ('pabrik', np.str_('NN')), ('baru', np.str_('JJ')), ('nya', np.str_('PR')), ('yang', np.str_('PR')), ('berlokasi', np.str_('VB')), ('di', np.str_('IN')), ('Kawasan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Khusus', np.str_('NNP')), ('KEK', np.str_('NNP')), ('Kendal', np.str_('NNP')), ('Jawa', np.str_('NNP')), ('Tengah', np.str_('NNP')), ('pada', np.str_('IN')), ('Rabu', np.str_('NNP')), ('13/11/2024', np.str_('NUM')), ('.', 'SYM')]"
196,Pabrik ini akan menjadi pabrik pohon natal pertama dan terbesar di Indonesia.,"[('Pabrik', np.str_('NNP')), ('ini', np.str_('DT')), ('akan', np.str_('ADV')), ('menjadi', np.str_('VB')), ('pabrik', np.str_('NN')), ('pohon', np.str_('NN')), ('natal', np.str_('JJ')), ('pertama', np.str_('JJ')), ('dan', np.str_('CC')), ('terbesar', np.str_('JJ')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('.', 'SYM')]"
197,Sebelumnya Polygroup telah dikenal sebagai perusahaan global terkemuka dengan empat fasilitas produksi yang tersebar di China dan Meksiko.,"[('Sebelumnya', np.str_('ADV')), ('Polygroup', np.str_('NNP')), ('telah', np.str_('ADV')), ('dikenal', np.str_('VB')), ('sebagai', np.str_('IN')), ('perusahaan', np.str_('NN')), ('global', np.str_('JJ')), ('terkemuka', np.str_('JJ')), ('dengan', np.str_('IN')), ('empat', np.str_('NUM')), ('fasilitas', np.str_('NN')), ('produksi', np.str_('NN')), ('yang', np.str_('PR')), ('tersebar', np.str_('VB')), ('di', np.str_('IN')), ('China', np.str_('NNP')), ('dan', np.str_('CC')), ('Meksiko', np.str_('NNP')), ('.', 'SYM')]"
198,Founder dan Chairman Polygroup Paul Cheng menjelaskan bahwa pembukaan pabrik baru ini merupakan bagian dari strategi perusahaan untuk memperkuat kapasitas produksi serta memperluas jaringan distribusinya secara global.,"[('Founder', np.str_('NNP')), ('dan', np.str_('CC')), ('Chairman', np.str_('NNP')), ('Polygroup', np.str_('NNP')), ('Paul', np.str_('NNP')), ('Cheng', np.str_('NNP')), ('menjelaskan', np.str_('VB')), ('bahwa', np.str_('SC')), ('pembukaan', np.str_('NN')), ('pabrik', np.str_('NN')), ('baru', np.str_('JJ')), ('ini', np.str_('DT')), ('merupakan', np.str_('VB')), ('bagian', np.str_('NN')), ('dari', np.str_('IN')), ('strategi', np.str_('NN')), ('perusahaan', np.str_('NN')), ('untuk', np.str_('SC')), ('memperkuat', np.str_('VB')), ('kapasitas', np.str_('NN')), ('produksi', np.str_('NN')), ('serta', np.str_('CC')), ('memperluas', np.str_('VB')), ('jaringan', np.str_('NN')), ('distribusi', np.str_('NN')), ('nya', np.str_('PR')), ('secara', np.str_('IN')), ('global', np.str_('JJ')), ('.', 'SYM')]"
199,Pabrik ini adalah yang pertama di wilayah Asia Tenggara dengan nilai investasi mencapai Rp 17 triliun.,"[('Pabrik', np.str_('NNP')), ('ini', np.str_('DT')), ('adalah', np.str_('ADV')), ('yang', np.str_('PR')), ('pertama', np.str_('JJ')), ('di', np.str_('IN')), ('wilayah', np.str_('NN')), ('Asia', np.str_('NNP')), ('Tenggara', np.str_('NNP')), ('dengan', np.str_('IN')), ('nilai', np.str_('NN')), ('investasi', np.str_('NN')), ('mencapai', np.str_('VB')), ('Rp', np.str_('SYM')), ('17', np.str_('NUM')), ('triliun', np.str_('NUM')), ('.', 'SYM')]"
200,Peluang lapangan pekerjaan yang tercipta dari pabrik ini diperkirakan akan mencapai 2.000 orang pada awal operasional dan meningkat menjadi 6.000 tenaga kerja pada 2025 setelah Polygroup beroperasi sepenuhnya.,"[('Peluang', np.str_('NN')), ('lapangan', np.str_('NN')), ('pekerjaan', np.str_('NN')), ('yang', np.str_('PR')), ('tercipta', np.str_('VB')), ('dari', np.str_('IN')), ('pabrik', np.str_('NN')), ('ini', np.str_('DT')), ('diperkirakan', np.str_('VB')), ('akan', np.str_('ADV')), ('mencapai', np.str_('VB')), ('2.000', np.str_('NUM')), ('orang', np.str_('NN')), ('pada', np.str_('IN')), ('awal', np.str_('NN')), ('operasional', np.str_('NN')), ('dan', np.str_('CC')), ('meningkat', np.str_('VB')), ('menjadi', np.str_('VB')), ('6.000', np.str_('NUM')), ('tenaga', np.str_('NN')), ('kerja', np.str_('NN')), ('pada', np.str_('IN')), ('2025', np.str_('NUM')), ('setelah', np.str_('SC')), ('Polygroup', np.str_('NNP')), ('beroperasi', np.str_('VB')), ('sepenuhnya', np.str_('ADV')), ('.', 'SYM')]"
201,Sementara itu pendapatan yang dihasilkan pada tahun ini diperkirakan mencapai 15 juta dollar AS dengan target kenaikan signifikan menjadi 150 juta dollar AS pada 2027.,"[('Sementara', np.str_('IN')), ('itu', np.str_('PR')), ('pendapatan', np.str_('NN')), ('yang', np.str_('PR')), ('dihasilkan', np.str_('VB')), ('pada', np.str_('IN')), ('tahun', np.str_('NN')), ('ini', np.str_('DT')), ('diperkirakan', np.str_('VB')), ('mencapai', np.str_('VB')), ('15', np.str_('NUM')), ('juta', np.str_('NUM')), ('dollar', np.str_('NN')), ('AS', np.str_('NNP')), ('dengan', np.str_('IN')), ('target', np.str_('NN')), ('kenaikan', np.str_('NN')), ('signifikan', np.str_('JJ')), ('menjadi', np.str_('VB')), ('150', np.str_('NUM')), ('juta', np.str_('NUM')), ('dollar', np.str_('NN')), ('AS', np.str_('NNP')), ('pada', np.str_('IN')), ('2027', np.str_('NUM')), ('.', 'SYM')]"
202,Polygroup berkembang menjadi produsen global dalam industri dekorasi musiman khususnya pohon natal buatan lampu hias dan dekorasi.,"[('Polygroup', np.str_('NNP')), ('berkembang', np.str_('VB')), ('menjadi', np.str_('VB')), ('produsen', np.str_('NN')), ('global', np.str_('JJ')), ('dalam', np.str_('IN')), ('industri', np.str_('NN')), ('dekorasi', np.str_('NN')), ('musiman', np.str_('NN')), ('khususnya', np.str_('ADV')), ('pohon', np.str_('NN')), ('natal', np.str_('JJ')), ('buatan', np.str_('NN')), ('lampu', np.str_('NN')), ('hias', np.str_('VB')), ('dan', np.str_('CC')), ('dekorasi', np.str_('NN')), ('.', 'SYM')]"
203,Di samping itu kami juga memproduksi produk dekorasi rumah lainnya seperti pelampung dan kolam tiup kata Paul.,"[('Di', np.str_('IN')), ('samping', np.str_('NN')), ('itu', np.str_('DT')), ('kami', np.str_('PR')), ('juga', np.str_('ADV')), ('memproduksi', np.str_('VB')), ('produk', np.str_('NN')), ('dekorasi', np.str_('NN')), ('rumah', np.str_('NN')), ('lain', np.str_('JJ')), ('nya', np.str_('DT')), ('seperti', np.str_('IN')), ('pelampung', np.str_('NN')), ('dan', np.str_('CC')), ('kolam', np.str_('NN')), ('tiup', np.str_('VB')), ('kata', np.str_('NN')), ('Paul', np.str_('NNP')), ('.', 'SYM')]"
204,Ia menambahkan bahwa perusahaan ini menyuplai pasar global melalui merek dagang Evergreen Classic Lumations dan Funsicle.,"[('Ia', np.str_('PR')), ('menambahkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('perusahaan', np.str_('NN')), ('ini', np.str_('DT')), ('menyuplai', np.str_('VB')), ('pasar', np.str_('NN')), ('global', np.str_('JJ')), ('melalui', np.str_('IN')), ('merek', np.str_('NN')), ('dagang', np.str_('VB')), ('Evergreen', np.str_('NNP')), ('Classic', np.str_('NNP')), ('Lumations', np.str_('NNP')), ('dan', np.str_('CC')), ('Funsicle', np.str_('NNP')), ('.', 'SYM')]"
205,Dokumen Kemenko Marves Menko Marves Luhut Binsar Pandjaitan saat meresmikan dimulainya tahap pertama produksi dan rencana ekspansi fasilitas produksi bahan katoda Lithium Iron Phosphate LFP oleh PT LBM Energi Baru Indonesia yang berada di Kawasan Ekonomi Khusus Kendal Jawa Tengah pada Selasa 8/10/2024.,"[('Dokumen', np.str_('NNP')), ('Kemenko', np.str_('NNP')), ('Marves', np.str_('NNP')), ('Menko', np.str_('NNP')), ('Marves', np.str_('NNP')), ('Luhut', np.str_('NNP')), ('Binsar', np.str_('NNP')), ('Pandjaitan', np.str_('NNP')), ('saat', np.str_('SC')), ('meresmikan', np.str_('VB')), ('dimulai', np.str_('VB')), ('nya', np.str_('PR')), ('tahap', np.str_('NN')), ('pertama', np.str_('JJ')), ('produksi', np.str_('NN')), ('dan', np.str_('CC')), ('rencana', np.str_('NN')), ('ekspansi', np.str_('NN')), ('fasilitas', np.str_('NN')), ('produksi', np.str_('NN')), ('bahan', np.str_('NN')), ('katoda', np.str_('NN')), ('Lithium', np.str_('NNP')), ('Iron', np.str_('NNP')), ('Phosphate', np.str_('NNP')), ('LFP', np.str_('NNP')), ('oleh', np.str_('IN')), ('PT', np.str_('NNP')), ('LBM', np.str_('NNP')), ('Energi', np.str_('NNP')), ('Baru', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('yang', np.str_('PR')), ('berada', np.str_('VB')), ('di', np.str_('IN')), ('Kawasan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Khusus', np.str_('NNP')), ('Kendal', np.str_('NNP')), ('Jawa', np.str_('NNP')), ('Tengah', np.str_('NNP')), ('pada', np.str_('IN')), ('Selasa', np.str_('NNP')), ('8/10/2024', np.str_('NUM')), ('.', 'SYM')]"
206,Produk Polygroup telah tersebar ke berbagai negara termasuk Amerika Serikat Eropa dan Asia.,"[('Produk', np.str_('NN')), ('Polygroup', np.str_('NNP')), ('telah', np.str_('ADV')), ('tersebar', np.str_('VB')), ('ke', np.str_('IN')), ('berbagai', np.str_('DT')), ('negara', np.str_('NN')), ('termasuk', np.str_('VB')), ('Amerika', np.str_('NNP')), ('Serikat', np.str_('NNP')), ('Eropa', np.str_('NNP')), ('dan', np.str_('CC')), ('Asia', np.str_('NNP')), ('.', 'SYM')]"
