,sentence,pos_tag
742,Ia pun menegaskan meski DEN adalah organisasi yang ramping tetapi diharapkan mampu bekerja maksimal untuk memberi solusi untuk kebijakan ekonomi bangsa.,"[('Ia', 'PR'), ('pun', 'RP'), ('menegaskan', 'VB'), ('meski', 'SC'), ('DEN', 'NNP'), ('adalah', 'ADV'), ('organisasi', 'NN'), ('yang', 'PR'), ('ramping', 'JJ'), ('tetapi', 'CC'), ('diharapkan', 'VB'), ('mampu', 'ADV'), ('bekerja', 'VB'), ('maksimal', 'JJ'), ('untuk', 'SC'), ('memberi', 'VB'), ('solusi', 'NN'), ('untuk', 'SC'), ('kebijakan', 'NN'), ('ekonomi', 'NN'), ('bangsa', 'NN'), ('.', 'SYM')]"
743,Luhut juga meyakini nantinya masukan dari DEN akan disusun berdasarkan data yang terverifikasi dengan proses penelaahan lengkap.,"[('Luhut', 'NNP'), ('juga', 'ADV'), ('meyakini', 'VB'), ('nantinya', 'ADV'), ('masukan', 'NN'), ('dari', 'IN'), ('DEN', 'NNP'), ('akan', 'ADV'), ('disusun', 'VB'), ('berdasarkan', 'VB'), ('data', 'NN'), ('yang', 'PR'), ('terverifikasi', 'VB'), ('dengan', 'IN'), ('proses', 'NN'), ('penelaahan', 'NN'), ('lengkap', 'JJ'), ('.', 'SYM')]"
744,Dengan perumusan kebijakan yang terukur dan sinergi lintas sektor kami bertekad mendukung percepatan pertumbuhan ekonomi yang inklusif berkelanjutan demi kesejahteraan seluruh masyarakat Indonesia tegas Luhut.,"[('Dengan', 'IN'), ('perumusan', 'NN'), ('kebijakan', 'NN'), ('yang', 'PR'), ('terukur', 'NN'), ('dan', 'CC'), ('sinergi', 'NN'), ('lintas', 'NN'), ('sektor', 'NN'), ('kami', 'PR'), ('bertekad', 'VB'), ('mendukung', 'VB'), ('percepatan', 'NN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('yang', 'PR'), ('inklusif', 'NN'), ('berkelanjutan', 'VB'), ('demi', 'IN'), ('kesejahteraan', 'NN'), ('seluruh', 'DT'), ('masyarakat', 'NN'), ('Indonesia', 'NNP'), ('tegas', 'JJ'), ('Luhut', 'NNP'), ('.', 'SYM')]"
745,Pertumbuhan Ekonomi Indonesia Kuartal III 2024 Capai 495 Persen,"[('Pertumbuhan', 'NN'), ('Ekonomi', 'NNP'), ('Indonesia', 'NNP'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2024', 'NUM'), ('Capai', 'NNP'), ('495', 'NUM'), ('Persen', 'NNP')]"
746,Badan Pusat Statistik BPS melaporkan pertumbuhan ekonomi Indonesia pada Kuartal III 2024 mencapai 495 persen secara tahunan year on year/secara tahunan.,"[('Badan', 'NNP'), ('Pusat', 'NNP'), ('Statistik', 'NNP'), ('BPS', 'NNP'), ('melaporkan', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('Indonesia', 'NNP'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2024', 'NUM'), ('mencapai', 'VB'), ('495', 'NUM'), ('persen', 'NUM'), ('secara', 'IN'), ('tahunan', 'NN'), ('year', 'FW'), ('on', 'FW'), ('year', 'FW'), ('/', 'SYM'), ('secara', 'IN'), ('tahunan', 'NN'), ('.', 'SYM')]"
747,Tumbuh lebih lambat dibandingkan Kuartal II 2024 tetapi sedikit lebih tinggi dibandingkan Kuartal III 2023.,"[('Tumbuh', 'NNP'), ('lebih', 'ADV'), ('lambat', 'JJ'), ('dibandingkan', 'VB'), ('Kuartal', 'NNP'), ('II', 'NNP'), ('2024', 'NUM'), ('tetapi', 'CC'), ('sedikit', 'JJ'), ('lebih', 'ADV'), ('tinggi', 'JJ'), ('dibandingkan', 'VB'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2023', 'NUM'), ('.', 'SYM')]"
748,Plt Kepala BPS Amalia Adininggar Widyasanti mengatakan angka pertumbuhan ekonomi itu didapat dari produk domestik bruto PDB atas dasar harga berlaku ADHB sebesar Rp 5.6389 triliun dan atas dasar harga konstan ADHK sebesar Rp 3.2796 triliun.,"[('Plt', 'NNP'), ('Kepala', 'NNP'), ('BPS', 'NNP'), ('Amalia', 'NNP'), ('Adininggar', 'NNP'), ('Widyasanti', 'NNP'), ('mengatakan', 'VB'), ('angka', 'NN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('itu', 'DT'), ('didapat', 'VB'), ('dari', 'IN'), ('produk', 'NN'), ('domestik', 'JJ'), ('bruto', 'NN'), ('PDB', 'NNP'), ('atas', 'IN'), ('dasar', 'NN'), ('harga', 'NN'), ('berlaku', 'VB'), ('ADHB', 'NNP'), ('sebesar', 'NN'), ('Rp', 'SYM'), ('5.6389', 'NUM'), ('triliun', 'NUM'), ('dan', 'CC'), ('atas', 'NN'), ('dasar', 'NN'), ('harga', 'NN'), ('konstan', 'NN'), ('ADHK', 'NNP'), ('sebesar', 'NN'), ('Rp', 'SYM'), ('3.2796', 'NUM'), ('triliun', 'NUM'), ('.', 'SYM')]"
749,Sehingga pertumbuhan ekonomi Indonesia pada Kuartal III bila dibandingkan dengan Kuartal III 2023 atau secara year on year tumbuh 495 persen kata dia dalam konferensi pers di Kantor Pusat BPS Jakarta Selasa 5/11/2024.,"[('Sehingga', 'SC'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('Indonesia', 'NNP'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('bila', 'SC'), ('dibandingkan', 'VB'), ('dengan', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2023', 'NUM'), ('atau', 'CC'), ('secara', 'IN'), ('year', 'FW'), ('on', 'FW'), ('year', 'FW'), ('tumbuh', 'VB'), ('495', 'NUM'), ('persen', 'NUM'), ('kata', 'NN'), ('dia', 'PR'), ('dalam', 'IN'), ('konferensi', 'NN'), ('pers', 'NN'), ('di', 'IN'), ('Kantor', 'NN'), ('Pusat', 'NNP'), ('BPS', 'NNP'), ('Jakarta', 'NNP'), ('Selasa', 'NNP'), ('5/11/2024', 'NUM'), ('.', 'SYM')]"
750,Laju pertumbuhan ekonomi pada periode Juli-September 2024 itu melambat dari kuartal sebelumnya.,"[('Laju', 'NN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('pada', 'IN'), ('periode', 'NN'), ('Juli-September', 'NNP'), ('2024', 'NUM'), ('itu', 'DT'), ('melambat', 'VB'), ('dari', 'IN'), ('kuartal', 'NN'), ('sebelumnya', 'ADV'), ('.', 'SYM')]"
751,Tercatat laju pertumbuhan ekonomi pada Kuartal II 2024 mencapai 505 persen secara secara tahunan.,"[('Tercatat', 'VB'), ('laju', 'NN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('II', 'NNP'), ('2024', 'NUM'), ('mencapai', 'VB'), ('505', 'NUM'), ('persen', 'NUM'), ('secara', 'IN'), ('secara', 'IN'), ('tahunan', 'NN'), ('.', 'SYM')]"
752,Namun demikian pertumbuhan ekonomi pada Kuartal III 2024 lebih tinggi sedikit dibanding periode yang sama pada tahun lalu.,"[('Namun', 'CC'), ('demikian', 'PR'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2024', 'NUM'), ('lebih', 'ADV'), ('tinggi', 'JJ'), ('sedikit', 'JJ'), ('dibanding', 'VB'), ('periode', 'NN'), ('yang', 'PR'), ('sama', 'JJ'), ('pada', 'IN'), ('tahun', 'NN'), ('lalu', 'ADV'), ('.', 'SYM')]"
753,Tercatat pertumbuhan ekonomi pada Kuartal III 2023 mencapai 494 persen secara tahunan.,"[('Tercatat', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2023', 'NUM'), ('mencapai', 'VB'), ('494', 'NUM'), ('persen', 'NUM'), ('secara', 'IN'), ('tahunan', 'NN'), ('.', 'SYM')]"
754,Amalia mengungkapkan pertumbuhan ekonomi Indonesia masih ditopang oleh konsumsi rumah tangga.,"[('Amalia', 'NNP'), ('mengungkapkan', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('Indonesia', 'NNP'), ('masih', 'ADV'), ('ditopang', 'VB'), ('oleh', 'IN'), ('konsumsi', 'NN'), ('rumah', 'NN'), ('tangga', 'NN'), ('.', 'SYM')]"
755,Dia melaporkan konsumsi rumah tangga berkontribusi 255 persen terhadap pertumbuhan ekonomi Kuartal III 2024.,"[('Dia', 'PR'), ('melaporkan', 'VB'), ('konsumsi', 'NN'), ('rumah', 'NN'), ('tangga', 'NN'), ('berkontribusi', 'VB'), ('255', 'NUM'), ('persen', 'NUM'), ('terhadap', 'IN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2024', 'NUM'), ('.', 'SYM')]"
756,Selain itu pembentukan modal tetap bruto PMTB atau investasi berkontribusi 163 persen terhadap pertumbuhan ekonomi dan konsumsi pemerintah berkontribusi 032 persen.,"[('Selain', 'CC'), ('itu', 'PR'), ('pembentukan', 'NN'), ('modal', 'NN'), ('tetap', 'ADV'), ('bruto', 'NN'), ('PMTB', 'NNP'), ('atau', 'CC'), ('investasi', 'NN'), ('berkontribusi', 'VB'), ('163', 'NUM'), ('persen', 'NUM'), ('terhadap', 'IN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('dan', 'CC'), ('konsumsi', 'NN'), ('pemerintah', 'NN'), ('berkontribusi', 'VB'), ('032', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
757,Adapun jika dilihat secara kuartal ke kuartal quarter to quarter/qtq laju pertumbuhan ekonomi pada Kuartal III 2024 mencapai 150 persen.,"[('Adapun', 'IN'), ('jika', 'SC'), ('dilihat', 'VB'), ('secara', 'IN'), ('kuartal', 'NN'), ('ke', 'IN'), ('kuartal', 'NN'), ('quarter', 'NN'), ('to', 'FW'), ('quarter', 'NN'), ('/', 'SYM'), ('qtq', 'NN'), ('laju', 'NN'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('pada', 'IN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('2024', 'NUM'), ('mencapai', 'VB'), ('150', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
758,Angka ini jauh lebih rendah dibanding Kuartal II 2024 yang tumbuh 379 persen.,"[('Angka', 'NN'), ('ini', 'DT'), ('jauh', 'JJ'), ('lebih', 'ADV'), ('rendah', 'JJ'), ('dibanding', 'VB'), ('Kuartal', 'NNP'), ('II', 'NNP'), ('2024', 'NUM'), ('yang', 'PR'), ('tumbuh', 'VB'), ('379', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
759,Pertumbuhan ekonomi secara quarter to quarter sejalan dengan pola musiman yang terjadi di tahun-tahun sebelumnya yaitu pertumbuhan Kuartal III lebih rendah daripada Kuartal I ucapnya.,"[('Pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('secara', 'IN'), ('quarter', 'NN'), ('to', 'FW'), ('quarter', 'NN'), ('sejalan', 'JJ'), ('dengan', 'IN'), ('pola', 'NN'), ('musiman', 'NN'), ('yang', 'PR'), ('terjadi', 'VB'), ('di', 'IN'), ('tahun-tahun', 'NN'), ('sebelumnya', 'JJ'), ('yaitu', 'SC'), ('pertumbuhan', 'NN'), ('Kuartal', 'NNP'), ('III', 'NNP'), ('lebih', 'ADV'), ('rendah', 'JJ'), ('daripada', 'IN'), ('Kuartal', 'NNP'), ('I', 'NNP'), ('ucap', 'VB'), ('nya', 'PR'), ('.', 'SYM')]"
760,Menuju Satu Dekade Memberi Manfaat Pemerintah Terus Dorong KUR untuk Usaha Produktif,"[('Menuju', 'VB'), ('Satu', 'NNP'), ('Dekade', 'NNP'), ('Memberi', 'NNP'), ('Manfaat', 'NN'), ('Pemerintah', 'NNP'), ('Terus', 'ADV'), ('Dorong', 'NNP'), ('KUR', 'NNP'), ('untuk', 'IN'), ('Usaha', 'NNP'), ('Produktif', 'NNP')]"
761,Pemerintahan yang baru memiliki komitmen kuat untuk memprioritaskan sejumlah sektor penting termasuk ketahanan pangan penyediaan makanan bergizi gratis pembangunan perumahan hilirisasi dan industrialisasi berbasis sumber daya alam SDA serta swasembada energi.,"[('Pemerintahan', 'NN'), ('yang', 'PR'), ('baru', 'JJ'), ('memiliki', 'VB'), ('komitmen', 'NN'), ('kuat', 'JJ'), ('untuk', 'SC'), ('memprioritaskan', 'VB'), ('sejumlah', 'NUM'), ('sektor', 'NN'), ('penting', 'JJ'), ('termasuk', 'VB'), ('ketahanan', 'NN'), ('pangan', 'NN'), ('penyediaan', 'NN'), ('makanan', 'NN'), ('bergizi', 'VB'), ('gratis', 'JJ'), ('pembangunan', 'NN'), ('perumahan', 'NN'), ('hilirisasi', 'NN'), ('dan', 'CC'), ('industrialisasi', 'NN'), ('berbasis', 'VB'), ('sumber', 'NN'), ('daya', 'NN'), ('alam', 'NN'), ('SDA', 'NNP'), ('serta', 'CC'), ('swasembada', 'NN'), ('energi', 'NN'), ('.', 'SYM')]"
762,Untuk mendukung komitmen tersebut Kementerian Koordinator Bidang Perekonomian meluncurkan program pembiayaan untuk usaha produktif yaitu Kredit Usaha Rakyat KUR.,"[('Untuk', 'SC'), ('mendukung', 'VB'), ('komitmen', 'NN'), ('tersebut', 'DT'), ('Kementerian', 'NNP'), ('Koordinator', 'NNP'), ('Bidang', 'NNP'), ('Perekonomian', 'NNP'), ('meluncurkan', 'VB'), ('program', 'NN'), ('pembiayaan', 'NN'), ('untuk', 'SC'), ('usaha', 'NN'), ('produktif', 'JJ'), ('yaitu', 'SC'), ('Kredit', 'NNP'), ('Usaha', 'NNP'), ('Rakyat', 'NNP'), ('KUR', 'NNP'), ('.', 'SYM')]"
763,Selama hampir 10 tahun berjalan KUR terus bertransformasi untuk memenuhi kebutuhan sektor-sektor yang beragam seperti pertanian peternakan perikanan dan usaha kecil lainnya.,"[('Selama', 'IN'), ('hampir', 'ADV'), ('10', 'NUM'), ('tahun', 'NN'), ('berjalan', 'VB'), ('KUR', 'NNP'), ('terus', 'ADV'), ('bertransformasi', 'VB'), ('untuk', 'SC'), ('memenuhi', 'VB'), ('kebutuhan', 'NN'), ('sektor-sektor', 'NN'), ('yang', 'PR'), ('beragam', 'JJ'), ('seperti', 'IN'), ('pertanian', 'NN'), ('peternakan', 'NN'), ('perikanan', 'NN'), ('dan', 'CC'), ('usaha', 'NN'), ('kecil', 'JJ'), ('lain', 'JJ'), ('nya', 'DT'), ('.', 'SYM')]"
764,KUR telah menjadi mitra yang dapat diandalkan oleh petani nelayan peternak dan pengusaha mikro dalam meningkatkan kapasitas usaha mereka terutama dalam menghadapi berbagai tantangan ekonomi yang ada.,"[('KUR', 'NNP'), ('telah', 'ADV'), ('menjadi', 'VB'), ('mitra', 'NN'), ('yang', 'PR'), ('dapat', 'ADV'), ('diandalkan', 'VB'), ('oleh', 'IN'), ('petani', 'NN'), ('nelayan', 'NN'), ('peternak', 'NN'), ('dan', 'CC'), ('pengusaha', 'NN'), ('mikro', 'NN'), ('dalam', 'IN'), ('meningkatkan', 'VB'), ('kapasitas', 'NN'), ('usaha', 'NN'), ('mereka', 'PR'), ('terutama', 'JJ'), ('dalam', 'IN'), ('menghadapi', 'VB'), ('berbagai', 'DT'), ('tantangan', 'NN'), ('ekonomi', 'NN'), ('yang', 'PR'), ('ada', 'VB'), ('.', 'SYM')]"
765,Deputi Bidang Koordinasi Ekonomi Makro dan Keuangan Kemenko Perekonomian Ferry Irawan menjelaskan bahwa hampir 30 persen dari total penyaluran KUR diarahkan ke sektor pertanian khususnya untuk mendukung ketahanan pangan dan infrastruktur terkait.,"[('Deputi', 'NN'), ('Bidang', 'NNP'), ('Koordinasi', 'NNP'), ('Ekonomi', 'NNP'), ('Makro', 'NNP'), ('dan', 'CC'), ('Keuangan', 'NNP'), ('Kemenko', 'NNP'), ('Perekonomian', 'NNP'), ('Ferry', 'NNP'), ('Irawan', 'NNP'), ('menjelaskan', 'VB'), ('bahwa', 'SC'), ('hampir', 'ADV'), ('30', 'NUM'), ('persen', 'NUM'), ('dari', 'IN'), ('total', 'NN'), ('penyaluran', 'NN'), ('KUR', 'NNP'), ('diarahkan', 'VB'), ('ke', 'IN'), ('sektor', 'NN'), ('pertanian', 'NN'), ('khususnya', 'ADV'), ('untuk', 'SC'), ('mendukung', 'VB'), ('ketahanan', 'NN'), ('pangan', 'NN'), ('dan', 'CC'), ('infrastruktur', 'NN'), ('terkait', 'VB'), ('.', 'SYM')]"
766,Untuk sektor pertanian KUR bisa digunakan untuk peningkatan produksi perbaikan infrastruktur pertanian serta pengembangan tanah pertanian yang lebih produktif ujarnya dalam siaran pers yang dikutip dari laman ekon.go.id Kamis 14/11/2024.,"[('Untuk', 'SC'), ('sektor', 'NN'), ('pertanian', 'NN'), ('KUR', 'NNP'), ('bisa', 'ADV'), ('digunakan', 'VB'), ('untuk', 'SC'), ('peningkatan', 'NN'), ('produksi', 'NN'), ('perbaikan', 'NN'), ('infrastruktur', 'NN'), ('pertanian', 'NN'), ('serta', 'CC'), ('pengembangan', 'NN'), ('tanah', 'NN'), ('pertanian', 'NN'), ('yang', 'PR'), ('lebih', 'ADV'), ('produktif', 'JJ'), ('ujar', 'VB'), ('nya', 'PR'), ('dalam', 'IN'), ('siaran', 'NN'), ('pers', 'NN'), ('yang', 'PR'), ('dikutip', 'VB'), ('dari', 'IN'), ('laman', 'NN'), ('ekon.go.id', 'NN'), ('Kamis', 'NNP'), ('14/11/2024', 'NUM'), ('.', 'SYM')]"
767,Pernyataan tersebut disampaikan Ferry dalam acara KUR Meets The Press di Kantor Kemenko Perekonomian Rabu 13/11/2024.,"[('Pernyataan', 'NN'), ('tersebut', 'DT'), ('disampaikan', 'VB'), ('Ferry', 'NNP'), ('dalam', 'IN'), ('acara', 'NN'), ('KUR', 'NNP'), ('Meets', 'NNP'), ('The', 'NNP'), ('Press', 'NNP'), ('di', 'IN'), ('Kantor', 'NNP'), ('Kemenko', 'NNP'), ('Perekonomian', 'NNP'), ('Rabu', 'NNP'), ('13/11/2024', 'NUM'), ('.', 'SYM')]"
768,Sejak 2015 hingga 31 Oktober 2024 program KUR telah disalurkan sebesar Rp 1.8272 triliun kepada lebih dari 47 juta debitur.,"[('Sejak', 'SC'), ('2015', 'NUM'), ('hingga', 'IN'), ('31', 'NUM'), ('Oktober', 'NNP'), ('2024', 'NUM'), ('program', 'NN'), ('KUR', 'NNP'), ('telah', 'ADV'), ('disalurkan', 'VB'), ('sebesar', 'NN'), ('Rp', 'SYM'), ('1.8272', 'NUM'), ('triliun', 'NUM'), ('kepada', 'IN'), ('lebih', 'JJ'), ('dari', 'IN'), ('47', 'NUM'), ('juta', 'NUM'), ('debitur', 'NN'), ('.', 'SYM')]"
769,Pada 2024 total penyaluran KUR telah mencapai Rp 24658 triliun atau sekitar 88 persen dari target Rp 280 triliun yang diberikan kepada 427 juta debitur.,"[('Pada', 'IN'), ('2024', 'NUM'), ('total', 'NN'), ('penyaluran', 'NN'), ('KUR', 'NNP'), ('telah', 'ADV'), ('mencapai', 'VB'), ('Rp', 'SYM'), ('24658', 'NUM'), ('triliun', 'NUM'), ('atau', 'CC'), ('sekitar', 'ADV'), ('88', 'NUM'), ('persen', 'NUM'), ('dari', 'IN'), ('target', 'NN'), ('Rp', 'SYM'), ('280', 'NUM'), ('triliun', 'NUM'), ('yang', 'PR'), ('diberikan', 'VB'), ('kepada', 'IN'), ('427', 'NUM'), ('juta', 'NUM'), ('debitur', 'NN'), ('.', 'SYM')]"
770,Ferry menyampaikan bahwa pemerintah juga telah memberikan subsidi bunga KUR yang besar mencapai Rp 1722 triliun yang berdampak pada keberhasilan penyaluran KUR kepada masyarakat dengan leverage yang mencapai 106 kali.,"[('Ferry', 'NNP'), ('menyampaikan', 'VB'), ('bahwa', 'SC'), ('pemerintah', 'NN'), ('juga', 'ADV'), ('telah', 'ADV'), ('memberikan', 'VB'), ('subsidi', 'NN'), ('bunga', 'NN'), ('KUR', 'NNP'), ('yang', 'PR'), ('besar', 'JJ'), ('mencapai', 'VB'), ('Rp', 'SYM'), ('1722', 'NUM'), ('triliun', 'NUM'), ('yang', 'PR'), ('berdampak', 'VB'), ('pada', 'IN'), ('keberhasilan', 'NN'), ('penyaluran', 'NN'), ('KUR', 'NNP'), ('kepada', 'IN'), ('masyarakat', 'NN'), ('dengan', 'IN'), ('leverage', 'FW'), ('yang', 'PR'), ('mencapai', 'VB'), ('106', 'NUM'), ('kali', 'NN'), ('.', 'SYM')]"
771,Selain itu tingkat non performing loan NPL pada program KUR berhasil dijaga pada angka 219 persen yang lebih rendah dibandingkan dengan tingkat NPL pada kredit usaha kecil dan menengah UMKM yang mencapai 406 persen.,"[('Selain', 'CC'), ('itu', 'PR'), ('tingkat', 'NN'), ('non', 'ADV'), ('performing', 'NN'), ('loan', 'NN'), ('NPL', 'NNP'), ('pada', 'IN'), ('program', 'NN'), ('KUR', 'NNP'), ('berhasil', 'VB'), ('dijaga', 'VB'), ('pada', 'IN'), ('angka', 'NN'), ('219', 'NUM'), ('persen', 'NUM'), ('yang', 'PR'), ('lebih', 'ADV'), ('rendah', 'JJ'), ('dibandingkan', 'VB'), ('dengan', 'IN'), ('tingkat', 'NN'), ('NPL', 'NNP'), ('pada', 'IN'), ('kredit', 'NN'), ('usaha', 'NN'), ('kecil', 'JJ'), ('dan', 'CC'), ('menengah', 'VB'), ('UMKM', 'NNP'), ('yang', 'PR'), ('mencapai', 'VB'), ('406', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
772,Acara KUR Meets The Press juga menjadi ajang penting untuk konsolidasi nasional seluruh stakeholder yang terlibat dalam program KUR termasuk para awak media yang telah berperan besar dalam menyebarluaskan informasi mengenai kebijakan KUR kepada masyarakat.,"[('Acara', 'NN'), ('KUR', 'NNP'), ('Meets', 'NNP'), ('The', 'NNP'), ('Press', 'NNP'), ('juga', 'ADV'), ('menjadi', 'VB'), ('ajang', 'NN'), ('penting', 'JJ'), ('untuk', 'SC'), ('konsolidasi', 'NN'), ('nasional', 'JJ'), ('seluruh', 'DT'), ('stakeholder', 'FW'), ('yang', 'PR'), ('terlibat', 'VB'), ('dalam', 'IN'), ('program', 'NN'), ('KUR', 'NNP'), ('termasuk', 'VB'), ('para', 'DT'), ('awak', 'NN'), ('media', 'NN'), ('yang', 'PR'), ('telah', 'ADV'), ('berperan', 'VB'), ('besar', 'JJ'), ('dalam', 'IN'), ('menyebarluaskan', 'VB'), ('informasi', 'NN'), ('mengenai', 'IN'), ('kebijakan', 'NN'), ('KUR', 'NNP'), ('kepada', 'IN'), ('masyarakat', 'NN'), ('.', 'SYM')]"
773,Pada kegiatan KUR Meets The Press juga digelar sesi mini talk show yang menghadirkan dua narasumber utama yakni Asisten Deputi Pasar Modal dan Lembaga Keuangan Kemenko Perekonomian Gede Edy Prasetya dan Direktur Bisnis Mikro PT Bank Rakyat Indonesia Persero Tbk atau BRI Supari.,"[('Pada', 'IN'), ('kegiatan', 'NN'), ('KUR', 'NNP'), ('Meets', 'NNP'), ('The', 'NNP'), ('Press', 'NNP'), ('juga', 'ADV'), ('digelar', 'VB'), ('sesi', 'NN'), ('mini', 'VB'), ('talk', 'FW'), ('show', 'FW'), ('yang', 'PR'), ('menghadirkan', 'VB'), ('dua', 'NUM'), ('narasumber', 'NN'), ('utama', 'JJ'), ('yakni', 'SC'), ('Asisten', 'NNP'), ('Deputi', 'NNP'), ('Pasar', 'NNP'), ('Modal', 'NNP'), ('dan', 'CC'), ('Lembaga', 'NNP'), ('Keuangan', 'NNP'), ('Kemenko', 'NNP'), ('Perekonomian', 'NNP'), ('Gede', 'NNP'), ('Edy', 'NNP'), ('Prasetya', 'NNP'), ('dan', 'CC'), ('Direktur', 'NNP'), ('Bisnis', 'NNP'), ('Mikro', 'NNP'), ('PT', 'NNP'), ('Bank', 'NNP'), ('Rakyat', 'NNP'), ('Indonesia', 'NNP'), ('Persero', 'NNP'), ('Tbk', 'NNP'), ('atau', 'CC'), ('BRI', 'NNP'), ('Supari', 'NNP'), ('.', 'SYM')]"
774,Dalam kesempatan tersebut mereka membahas betapa pentingnya KUR dalam mendukung pertumbuhan UMKM di Indonesia.,"[('Dalam', 'IN'), ('kesempatan', 'NN'), ('tersebut', 'DT'), ('mereka', 'PR'), ('membahas', 'VB'), ('betapa', 'SC'), ('penting', 'JJ'), ('nya', 'DT'), ('KUR', 'NNP'), ('dalam', 'IN'), ('mendukung', 'VB'), ('pertumbuhan', 'NN'), ('UMKM', 'NNP'), ('di', 'IN'), ('Indonesia', 'NNP'), ('.', 'SYM')]"
775,Berdasarkan data dari Statistik Perbankan Indonesia periode Agustus 2024 KUR berkontribusi sebesar 332 persen terhadap kredit UMKM dan 65 persen terhadap total kredit perbankan nasional.,"[('Berdasarkan', 'VB'), ('data', 'NN'), ('dari', 'IN'), ('Statistik', 'NNP'), ('Perbankan', 'VB'), ('Indonesia', 'NNP'), ('periode', 'NN'), ('Agustus', 'NNP'), ('2024', 'NUM'), ('KUR', 'NNP'), ('berkontribusi', 'VB'), ('sebesar', 'NN'), ('332', 'NUM'), ('persen', 'NUM'), ('terhadap', 'IN'), ('kredit', 'NN'), ('UMKM', 'NNP'), ('dan', 'CC'), ('65', 'NUM'), ('persen', 'NUM'), ('terhadap', 'IN'), ('total', 'NN'), ('kredit', 'NN'), ('perbankan', 'NN'), ('nasional', 'JJ'), ('.', 'SYM')]"
776,Bank Mandiri Mantapkan Komitmen Ekonomi Berkelanjutan pada COP 29 di Azerbaijan,"[('Bank', 'NN'), ('Mandiri', 'NNP'), ('Mantapkan', 'NNP'), ('Komitmen', 'NNP'), ('Ekonomi', 'NNP'), ('Berkelanjutan', 'NNP'), ('pada', 'IN'), ('COP', 'NNP'), ('29', 'NUM'), ('di', 'IN'), ('Azerbaijan', 'NNP')]"
777,Bank Mandiri menegaskan komitmennya dalam mendukung agenda perubahan iklim global melalui inovasi di sektor finansial khususnya pembiayaan berkelanjutan.,"[('Bank', 'NN'), ('Mandiri', 'NNP'), ('menegaskan', 'VB'), ('komitmen', 'NN'), ('nya', 'PR'), ('dalam', 'IN'), ('mendukung', 'VB'), ('agenda', 'NN'), ('perubahan', 'NN'), ('iklim', 'NN'), ('global', 'JJ'), ('melalui', 'IN'), ('inovasi', 'NN'), ('di', 'IN'), ('sektor', 'NN'), ('finansial', 'JJ'), ('khususnya', 'ADV'), ('pembiayaan', 'NN'), ('berkelanjutan', 'VB'), ('.', 'SYM')]"
778,Direktur Utama Dirut Bank Mandiri Darmawan Junaidi menyampaikan posisi krusial Indonesia dalam menjaga keseimbangan karbon.,"[('Direktur', 'NN'), ('Utama', 'NNP'), ('Dirut', 'NNP'), ('Bank', 'NNP'), ('Mandiri', 'NNP'), ('Darmawan', 'NNP'), ('Junaidi', 'NNP'), ('menyampaikan', 'VB'), ('posisi', 'NN'), ('krusial', 'JJ'), ('Indonesia', 'NNP'), ('dalam', 'IN'), ('menjaga', 'VB'), ('keseimbangan', 'NN'), ('karbon', 'NN'), ('.', 'SYM')]"
